epoch,accuracy,loss,val_accuracy,val_loss
0,0.1453246772289276,3.211575746536255,0.281450480222702,2.1744532585144043
1,0.224415585398674,2.5824713706970215,0.2979079484939575,2.1788766384124756
2,0.26831167936325073,2.304877996444702,0.35481172800064087,1.9627758264541626
3,0.3110389709472656,2.0783896446228027,0.373221755027771,1.8855621814727783
4,0.337922066450119,1.955522060394287,0.3852161765098572,1.8361599445343018
5,0.3685714304447174,1.8586676120758057,0.40251046419143677,1.7784323692321777
6,0.3833766281604767,1.7975572347640991,0.4228730797767639,1.7333476543426514
7,0.4164935052394867,1.7128256559371948,0.41004183888435364,1.7272735834121704
8,0.4310389757156372,1.6658897399902344,0.4410041868686676,1.6561495065689087
9,0.4559740126132965,1.5884203910827637,0.43430963158607483,1.6738098859786987
10,0.47597402334213257,1.532166600227356,0.4555090665817261,1.6322245597839355
11,0.4944155812263489,1.4749106168746948,0.45634588599205017,1.6392126083374023
12,0.5096104145050049,1.4188928604125977,0.4555090665817261,1.62875497341156
13,0.5442857146263123,1.3487606048583984,0.4834030568599701,1.5688345432281494
14,0.5609090924263,1.2937114238739014,0.4923291504383087,1.553719162940979
15,0.5790908932685852,1.2178322076797485,0.454672247171402,1.659436583518982
16,0.6029869914054871,1.160418152809143,0.5065550804138184,1.5544542074203491
17,0.61753249168396,1.1116141080856323,0.5037657022476196,1.5605241060256958
18,0.6311688423156738,1.0671272277832031,0.5377963781356812,1.5264755487442017
19,0.6511688232421875,1.024501085281372,0.5550906658172607,1.4330872297286987
