epoch,accuracy,loss,val_accuracy,val_loss
0,0.11695704609155655,3.2382349967956543,0.1642628163099289,3.0785489082336426
1,0.14127996563911438,2.7183237075805664,0.2059294879436493,2.2101690769195557
2,0.1833707094192505,2.423542022705078,0.23237179219722748,2.24576735496521
3,0.20924615859985352,2.273876905441284,0.27003204822540283,2.1210670471191406
4,0.23684664070606232,2.209872007369995,0.28285256028175354,2.0278947353363037
5,0.24823184311389923,2.1455307006835938,0.29086539149284363,1.9877992868423462
6,0.25564947724342346,2.127718687057495,0.31089743971824646,2.1051814556121826
7,0.27565982937812805,2.0781867504119873,0.30128204822540283,2.0206100940704346
8,0.30084526538848877,2.031944513320923,0.28766027092933655,2.103976011276245
9,0.3096429109573364,2.0138115882873535,0.3485576808452606,1.9202313423156738
